,Boots value,Legend
b_2.AL,-0.0151249223271724,b_2.AL
b_3.AL,0.0497697692960854,b_3.AL
b_4.AL,-0.0228197996508004,b_4.AL
b_1.RES,0.150842987990915,b_1.RES
b_2.RES,-0.0404734526096982,b_2.RES
b_3.RES,0.0322291750255095,b_3.RES
b_4.RES,-0.0205951628151,b_4.RES
b_1.long.starvation..ii.,-0.0230579131982323,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0258353912436989,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0038108390561314,b_3.long.starvation..ii.
b_1.0.21d,0.26748490949426,b_1.0.21d
b_2.0.21d,-0.025108624277648,b_2.0.21d
b_1.0.21d.cell.number,0.497678999019534,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.12267981716895,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.088531004037206,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0469898505996643,b_2.0.21d.cell.size
b_3.0.21d.cell.size,-0.0040742724121087,b_3.0.21d.cell.size
b_1.AL,0.276077219423397,b_1.AL
b_2.AL,-0.0221305618238096,b_2.AL
b_3.AL,0.0404898243669415,b_3.AL
b_4.AL,-0.0182919352560582,b_4.AL
b_1.RES,0.171548195607276,b_1.RES
b_2.RES,-0.0315730080206531,b_2.RES
b_3.RES,0.054369186625032,b_3.RES
b_4.RES,-0.0207677630616867,b_4.RES
b_1.long.starvation..ii.,-0.0673567769570046,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0247564273048187,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0020622201516149,b_3.long.starvation..ii.
b_1.0.21d,0.238279977794669,b_1.0.21d
b_2.0.21d,-0.0235597376441339,b_2.0.21d
b_1.0.21d.cell.number,-0.112161980448229,b_1.0.21d.cell.number
b_2.0.21d.cell.number,0.0295481662445747,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.12605823140039,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.041446178780949,b_2.0.21d.cell.size
b_3.0.21d.cell.size,-0.0316887488462616,b_3.0.21d.cell.size
b_1.AL,0.206469643303838,b_1.AL
b_2.AL,-0.0208817992816681,b_2.AL
b_3.AL,0.0564811836362189,b_3.AL
b_4.AL,-0.0192985276829126,b_4.AL
b_1.RES,0.120407235454222,b_1.RES
b_2.RES,-0.0333103633310337,b_2.RES
b_3.RES,0.0688778880668636,b_3.RES
b_4.RES,-0.0190507216474958,b_4.RES
b_1.long.starvation..ii.,-0.0333273710537855,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0240782726008656,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0024311060142726,b_3.long.starvation..ii.
b_1.0.21d,0.164897162860031,b_1.0.21d
b_2.0.21d,-0.0170681761111298,b_2.0.21d
b_1.0.21d.cell.number,0.28429504516152,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.107743138056115,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0709805377223581,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0414804553399496,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0331005315448943,b_3.0.21d.cell.size
b_1.AL,0.235250884785975,b_1.AL
b_2.AL,-0.0210133493514013,b_2.AL
b_3.AL,0.0542972264613067,b_3.AL
b_4.AL,-0.0223999645554214,b_4.AL
b_1.RES,0.234277480420021,b_1.RES
b_2.RES,-0.0355318195174464,b_2.RES
b_3.RES,0.049524898111883,b_3.RES
b_4.RES,-0.0201152879285121,b_4.RES
b_1.long.starvation..ii.,-0.0197292789185439,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.043817890971734,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0083876906438657,b_3.long.starvation..ii.
b_1.0.21d,0.21477270871581,b_1.0.21d
b_2.0.21d,-0.0276009073717457,b_2.0.21d
b_1.0.21d.cell.number,0.39255053529618,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.100540177022072,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.134408186408351,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0402481267820803,b_2.0.21d.cell.size
b_3.0.21d.cell.size,-0.0093735694446124,b_3.0.21d.cell.size
b_1.AL,0.198771799121893,b_1.AL
b_2.AL,-0.0216775837421225,b_2.AL
b_3.AL,0.0480306958539831,b_3.AL
b_4.AL,-0.0240047718153747,b_4.AL
b_1.RES,0.151848852049754,b_1.RES
b_2.RES,-0.0355686878920007,b_2.RES
b_3.RES,0.0700658446625135,b_3.RES
b_4.RES,-0.0248455504050505,b_4.RES
b_1.long.starvation..ii.,-0.0245398749801174,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0188240207813152,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0159663082832435,b_3.long.starvation..ii.
b_1.0.21d,0.195972031171812,b_1.0.21d
b_2.0.21d,-0.0225982726854609,b_2.0.21d
b_1.0.21d.cell.number,0.552831758151166,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.108072942935517,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.16565495605926,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0548310813995142,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0209927815660634,b_3.0.21d.cell.size
b_1.AL,0.287047053423373,b_1.AL
b_2.AL,-0.0189679708560402,b_2.AL
b_3.AL,0.035742072144581,b_3.AL
b_4.AL,-0.0236697168593874,b_4.AL
b_1.RES,0.18019022909181,b_1.RES
b_2.RES,-0.0445375753380146,b_2.RES
b_3.RES,0.0412262290046761,b_3.RES
b_4.RES,-0.0230525252499133,b_4.RES
b_1.long.starvation..ii.,-0.0800715031951426,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0262794230984381,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0017744144719991,b_3.long.starvation..ii.
b_1.0.21d,0.237277978419714,b_1.0.21d
b_2.0.21d,-0.0286627932828403,b_2.0.21d
b_1.0.21d.cell.number,0.523098914968131,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.106729976892839,b_2.0.21d.cell.number
b_1.0.21d.cell.size,-0.0166099279305526,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.039238589679769,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.053656085949417,b_3.0.21d.cell.size
b_1.AL,0.261984223081115,b_1.AL
b_2.AL,-0.0193888964352145,b_2.AL
b_3.AL,0.0691053269257341,b_3.AL
b_4.AL,-0.0234711571642124,b_4.AL
b_1.RES,0.168473385214706,b_1.RES
b_2.RES,-0.0411025785709578,b_2.RES
b_3.RES,0.0402779790664342,b_3.RES
b_4.RES,-0.0216823641424383,b_4.RES
b_1.long.starvation..ii.,-0.0345872663130751,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0277181322934119,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0011579854026327,b_3.long.starvation..ii.
b_1.0.21d,0.142403662087414,b_1.0.21d
b_2.0.21d,-0.0124866302238615,b_2.0.21d
b_1.0.21d.cell.number,0.535743820962635,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.109010750437077,b_2.0.21d.cell.number
b_1.0.21d.cell.size,-0.0133095545131846,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0474787526744041,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0415181115713187,b_3.0.21d.cell.size
b_1.AL,0.328849443696758,b_1.AL
b_2.AL,-0.0214625139486797,b_2.AL
b_3.AL,0.0779109707874024,b_3.AL
b_4.AL,-0.0234759286443583,b_4.AL
b_1.RES,0.112596835334341,b_1.RES
b_2.RES,-0.0390384164099556,b_2.RES
b_3.RES,0.0207807371691792,b_3.RES
b_4.RES,-0.0161727067433401,b_4.RES
b_1.long.starvation..ii.,-0.031614477308142,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0260563361673276,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0021145790693537,b_3.long.starvation..ii.
b_1.0.21d,0.217579639751009,b_1.0.21d
b_2.0.21d,-0.0256835873441877,b_2.0.21d
b_1.0.21d.cell.number,0.572242792679545,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.106879231714531,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.151641449244279,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0460879151019633,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.106777844739691,b_3.0.21d.cell.size
b_1.AL,0.101371305658414,b_1.AL
b_2.AL,-0.0095292050268728,b_2.AL
b_3.AL,0.0094561351713137,b_3.AL
b_4.AL,-0.0122934564705655,b_4.AL
b_1.RES,0.193465404765645,b_1.RES
b_2.RES,-0.0441226965730016,b_2.RES
b_3.RES,0.0261457360388155,b_3.RES
b_4.RES,-0.014780147092448,b_4.RES
b_1.long.starvation..ii.,-0.0509968059129072,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0256126251817781,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0031012556560756,b_3.long.starvation..ii.
b_1.0.21d,0.176770104210108,b_1.0.21d
b_2.0.21d,-0.019767794181861,b_2.0.21d
b_1.0.21d.cell.number,0.419227089354659,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0865920915531466,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.249852236616908,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0420219826933602,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0465711777864806,b_3.0.21d.cell.size
b_1.AL,0.291758628160274,b_1.AL
b_2.AL,-0.0221089489900306,b_2.AL
b_3.AL,0.0518132389948543,b_3.AL
b_4.AL,-0.0252946893584882,b_4.AL
b_1.RES,0.163804111481523,b_1.RES
b_2.RES,-0.0287394718781552,b_2.RES
b_3.RES,0.0659895296232203,b_3.RES
b_4.RES,-0.0173583199248539,b_4.RES
b_1.long.starvation..ii.,-0.0260633673382587,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0057735800845858,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0002265954142342,b_3.long.starvation..ii.
b_1.0.21d,0.256239276765669,b_1.0.21d
b_2.0.21d,-0.0252286208540585,b_2.0.21d
b_1.0.21d.cell.number,0.451774340164834,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0959878665534925,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.166131138048313,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0394574693259911,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0105324261156181,b_3.0.21d.cell.size
b_1.AL,0.339370921444591,b_1.AL
b_2.AL,-0.0184720879543058,b_2.AL
b_3.AL,0.0424779818700543,b_3.AL
b_4.AL,-0.0212199136905816,b_4.AL
b_1.RES,0.152872505763183,b_1.RES
b_2.RES,-0.0484129709343525,b_2.RES
b_3.RES,0.0337563924362724,b_3.RES
b_4.RES,-0.0181709213973332,b_4.RES
b_1.long.starvation..ii.,-0.026226329026802,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0138217302632245,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0015327514743821,b_3.long.starvation..ii.
b_1.0.21d,0.208200508116619,b_1.0.21d
b_2.0.21d,-0.0251529417135291,b_2.0.21d
b_1.0.21d.cell.number,0.380732149486752,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0848773779047437,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.165012846722299,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0291684336966231,b_2.0.21d.cell.size
b_3.0.21d.cell.size,-0.003404246636746,b_3.0.21d.cell.size
b_1.AL,0.222413798658612,b_1.AL
b_2.AL,-0.0215474712451939,b_2.AL
b_3.AL,0.059833025220967,b_3.AL
b_4.AL,-0.0238043285330787,b_4.AL
b_1.RES,0.196077534220302,b_1.RES
b_2.RES,-0.0420317886571718,b_2.RES
b_3.RES,0.0538165568001383,b_3.RES
b_4.RES,-0.027373679029741,b_4.RES
b_1.long.starvation..ii.,-0.0877693634375687,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0287589476002076,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-5.66096529348357e-05,b_3.long.starvation..ii.
b_1.0.21d,0.172142562756176,b_1.0.21d
b_2.0.21d,-0.0170424145424791,b_2.0.21d
b_1.0.21d.cell.number,0.615629937371587,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.125235388910293,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.052667710712118,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.045193679485879,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0450061771613097,b_3.0.21d.cell.size
b_1.AL,0.198231144142582,b_1.AL
b_2.AL,-0.0194504540981288,b_2.AL
b_3.AL,0.0598314718955649,b_3.AL
b_4.AL,-0.0241582725066162,b_4.AL
b_1.RES,0.12477455820563,b_1.RES
b_2.RES,-0.0360460710906865,b_2.RES
b_3.RES,0.0289192478495487,b_3.RES
b_4.RES,-0.01360359816618,b_4.RES
b_1.long.starvation..ii.,-0.0936117944628929,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0268533490139348,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0018774689277817,b_3.long.starvation..ii.
b_1.0.21d,0.235560140743557,b_1.0.21d
b_2.0.21d,-0.021122979961333,b_2.0.21d
b_1.0.21d.cell.number,0.51207942872324,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.109831248730502,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0740010469134267,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0488751453832188,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0218113022395822,b_3.0.21d.cell.size
b_1.AL,0.288624135810596,b_1.AL
b_2.AL,-0.0214529024585394,b_2.AL
b_3.AL,0.0487621865839414,b_3.AL
b_4.AL,-0.0218935781067416,b_4.AL
b_1.RES,0.197716160007123,b_1.RES
b_2.RES,-0.0378022068548096,b_2.RES
b_3.RES,0.042580848835289,b_3.RES
b_4.RES,-0.0253219307989291,b_4.RES
b_1.long.starvation..ii.,-0.027900167562992,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.032836923548717,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0011363232159983,b_3.long.starvation..ii.
b_1.0.21d,0.309807188629095,b_1.0.21d
b_2.0.21d,-0.02414407043002,b_2.0.21d
b_1.0.21d.cell.number,0.598657123841604,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0927836736480119,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0458021476382234,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0522495032518262,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0025993258979971,b_3.0.21d.cell.size
b_1.AL,0.290837571872386,b_1.AL
b_2.AL,-0.017785726381711,b_2.AL
b_3.AL,0.11041108479793,b_3.AL
b_4.AL,-0.0225802658975024,b_4.AL
b_1.RES,0.149513030288167,b_1.RES
b_2.RES,-0.0473014891773332,b_2.RES
b_3.RES,0.0755247008170462,b_3.RES
b_4.RES,-0.0250339068703231,b_4.RES
b_1.long.starvation..ii.,-0.0762524322061971,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0262747245188679,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0010706914026479,b_3.long.starvation..ii.
b_1.0.21d,0.186346742422114,b_1.0.21d
b_2.0.21d,-0.02477010677568,b_2.0.21d
b_1.0.21d.cell.number,0.26804949687226,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.111038253031787,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.142981915834606,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.050547525781769,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.122231321762406,b_3.0.21d.cell.size
b_1.AL,0.345623515612071,b_1.AL
b_2.AL,-0.0160911227372529,b_2.AL
b_3.AL,0.0716140723462939,b_3.AL
b_4.AL,-0.0210682279840182,b_4.AL
b_1.RES,0.154079263844836,b_1.RES
b_2.RES,-0.041388594317988,b_2.RES
b_3.RES,0.0272793041871289,b_3.RES
b_4.RES,-0.0212595114378772,b_4.RES
b_1.long.starvation..ii.,-0.0055059041817838,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0177702529530266,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0253920525620551,b_3.long.starvation..ii.
b_1.0.21d,0.222112000805698,b_1.0.21d
b_2.0.21d,-0.0196536865319272,b_2.0.21d
b_1.0.21d.cell.number,0.34545015302327,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0948619535920428,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.150569415855034,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.05028858712679,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0415362365126073,b_3.0.21d.cell.size
b_1.AL,0.270038569167448,b_1.AL
b_2.AL,-0.014802542033403,b_2.AL
b_3.AL,0.0688689101893455,b_3.AL
b_4.AL,-0.0257641058835609,b_4.AL
b_1.RES,0.1665822281711,b_1.RES
b_2.RES,-0.039323274967959,b_2.RES
b_3.RES,0.0430311827119987,b_3.RES
b_4.RES,-0.0303528108389394,b_4.RES
b_1.long.starvation..ii.,-0.0312828868351966,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0253014327963724,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.00376864926236,b_3.long.starvation..ii.
b_1.0.21d,0.163873345729833,b_1.0.21d
b_2.0.21d,-0.0177854358760726,b_2.0.21d
b_1.0.21d.cell.number,0.428940280226337,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0862583059311523,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.11481525624874,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0430316258219371,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0370910080936039,b_3.0.21d.cell.size
b_1.AL,0.403357756050802,b_1.AL
b_2.AL,-0.0165821330145845,b_2.AL
b_3.AL,0.126537572387143,b_3.AL
b_4.AL,-0.0195511696483978,b_4.AL
b_1.RES,0.167651546522474,b_1.RES
b_2.RES,-0.0436690832837667,b_2.RES
b_3.RES,0.0413429456368093,b_3.RES
b_4.RES,-0.020090515123989,b_4.RES
b_1.long.starvation..ii.,-0.0525701569698908,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0285966364594955,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0013870958243668,b_3.long.starvation..ii.
b_1.0.21d,0.325983954884247,b_1.0.21d
b_2.0.21d,-0.0305377899349764,b_2.0.21d
b_1.0.21d.cell.number,0.419795129455603,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.106632426497601,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0585213733409094,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0314026500873163,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0384352438835547,b_3.0.21d.cell.size
b_1.AL,0.112669807178169,b_1.AL
b_2.AL,-0.0485724529379731,b_2.AL
b_3.AL,0.0668180994278128,b_3.AL
b_4.AL,-0.0258468310041295,b_4.AL
b_1.RES,0.165176044491128,b_1.RES
b_2.RES,-0.0374731824567458,b_2.RES
b_3.RES,0.0378280274396599,b_3.RES
b_4.RES,-0.0143368011028599,b_4.RES
b_1.long.starvation..ii.,-0.0699761651901924,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.027597970564132,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0007433626434859,b_3.long.starvation..ii.
b_1.0.21d,0.306401234051235,b_1.0.21d
b_2.0.21d,-0.0261825790082956,b_2.0.21d
b_1.0.21d.cell.number,0.493779267915978,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0999532934633957,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0471788888041336,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0522725823236079,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0316314200911776,b_3.0.21d.cell.size
b_1.AL,0.230232805794277,b_1.AL
b_2.AL,-0.0268005157296194,b_2.AL
b_3.AL,0.0353312153903434,b_3.AL
b_4.AL,-0.0237477467540461,b_4.AL
b_1.RES,0.137600471476827,b_1.RES
b_2.RES,-0.0451137220724004,b_2.RES
b_3.RES,0.0213452898113863,b_3.RES
b_4.RES,-0.0207941740034866,b_4.RES
b_1.long.starvation..ii.,-0.0293667866930188,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0222303666855012,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0012353259289541,b_3.long.starvation..ii.
b_1.0.21d,0.28049684301872,b_1.0.21d
b_2.0.21d,-0.0317353339061674,b_2.0.21d
b_1.0.21d.cell.number,0.267227430209171,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0983397184299332,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0009648253564731,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0463176030854668,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0048357456040806,b_3.0.21d.cell.size
b_1.AL,0.311340050762489,b_1.AL
b_2.AL,-0.0166283440618674,b_2.AL
b_3.AL,0.100354194042599,b_3.AL
b_4.AL,-0.0222099880950767,b_4.AL
b_1.RES,0.160357762395407,b_1.RES
b_2.RES,-0.0414975744145799,b_2.RES
b_3.RES,0.0374045309995262,b_3.RES
b_4.RES,-0.028582959466994,b_4.RES
b_1.long.starvation..ii.,-0.017392831116322,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.011726294294011,b_2.long.starvation..ii.
b_3.long.starvation..ii.,-0.0038260320332255,b_3.long.starvation..ii.
b_1.0.21d,0.235644755127848,b_1.0.21d
b_2.0.21d,-0.0302501425732518,b_2.0.21d
b_1.0.21d.cell.number,0.488489127475984,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0939719074275611,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.121238009212059,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0512893754489853,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0310471668328992,b_3.0.21d.cell.size
b_1.AL,0.268857778377627,b_1.AL
b_2.AL,-0.0220334541213661,b_2.AL
b_3.AL,0.0791474397755969,b_3.AL
b_4.AL,-0.0206186531761304,b_4.AL
b_1.RES,0.140450141627275,b_1.RES
b_2.RES,-0.0434951717081394,b_2.RES
b_3.RES,0.0797129173004973,b_3.RES
b_4.RES,-0.0234626209145079,b_4.RES
b_1.long.starvation..ii.,-0.0920574429477486,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0257947395654463,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0009992372968768,b_3.long.starvation..ii.
b_1.0.21d,0.207154111698152,b_1.0.21d
b_2.0.21d,-0.0230632802389378,b_2.0.21d
b_1.0.21d.cell.number,0.365073041228441,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.12312997248605,b_2.0.21d.cell.number
b_1.0.21d.cell.size,-0.0144475456332057,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0575200672913642,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0156167230565497,b_3.0.21d.cell.size
b_1.AL,0.269687109091758,b_1.AL
b_2.AL,-0.0224631995053349,b_2.AL
b_3.AL,0.0541306654725718,b_3.AL
b_4.AL,-0.0204175834699658,b_4.AL
b_1.RES,0.147540935792568,b_1.RES
b_2.RES,-0.0358342473061553,b_2.RES
b_3.RES,0.0647595417949443,b_3.RES
b_4.RES,-0.0170211404660558,b_4.RES
b_1.long.starvation..ii.,-0.131688053753261,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0275342530294013,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0030244978692178,b_3.long.starvation..ii.
b_1.0.21d,0.264878772624156,b_1.0.21d
b_2.0.21d,-0.0398301812328932,b_2.0.21d
b_1.0.21d.cell.number,0.451501421558418,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0945129825884233,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0416509249365486,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0511969747235823,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0633892496395093,b_3.0.21d.cell.size
b_1.AL,0.234719820448845,b_1.AL
b_2.AL,-0.0251725416491118,b_2.AL
b_3.AL,0.0392293683933872,b_3.AL
b_4.AL,-0.0243102980086081,b_4.AL
b_1.RES,0.210387227507981,b_1.RES
b_2.RES,-0.0342532951813809,b_2.RES
b_3.RES,0.0577867120492567,b_3.RES
b_4.RES,-0.0276746937578682,b_4.RES
b_1.long.starvation..ii.,-0.0382916628888951,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0251999396883046,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0038138319910741,b_3.long.starvation..ii.
b_1.0.21d,0.233971316801942,b_1.0.21d
b_2.0.21d,-0.02826141272529,b_2.0.21d
b_1.0.21d.cell.number,0.334004387675647,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.0997017748688221,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0059407143984687,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0422304049638155,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0140901794304462,b_3.0.21d.cell.size
b_1.AL,0.29567819596701,b_1.AL
b_2.AL,-0.0189150687881444,b_2.AL
b_3.AL,0.0591471970290125,b_3.AL
b_4.AL,-0.024691675210902,b_4.AL
b_1.RES,0.148642391937379,b_1.RES
b_2.RES,-0.0305994773775257,b_2.RES
b_3.RES,0.0454339028545732,b_3.RES
b_4.RES,-0.0254008648160104,b_4.RES
b_1.long.starvation..ii.,-0.0288193021308509,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0251993991715687,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0006416431920475,b_3.long.starvation..ii.
b_1.0.21d,0.257586912604799,b_1.0.21d
b_2.0.21d,-0.0220383597918544,b_2.0.21d
b_1.0.21d.cell.number,0.482352391513814,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.12495100247884,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.353039327526081,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0421186390732468,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0480574921927654,b_3.0.21d.cell.size
b_1.AL,0.197536911180716,b_1.AL
b_2.AL,-0.0241581650578792,b_2.AL
b_3.AL,0.0668919208673447,b_3.AL
b_4.AL,-0.0236527938268514,b_4.AL
b_1.RES,0.179976421627732,b_1.RES
b_2.RES,-0.0454462154394649,b_2.RES
b_3.RES,0.0367228625595983,b_3.RES
b_4.RES,-0.0218871459713484,b_4.RES
b_1.long.starvation..ii.,-0.0258360039509534,b_1.long.starvation..ii.
b_2.long.starvation..ii.,-0.0275626123417334,b_2.long.starvation..ii.
b_3.long.starvation..ii.,0.0035490515662666,b_3.long.starvation..ii.
b_1.0.21d,0.21972547800621,b_1.0.21d
b_2.0.21d,-0.0299138254639885,b_2.0.21d
b_1.0.21d.cell.number,0.554911341051602,b_1.0.21d.cell.number
b_2.0.21d.cell.number,-0.109187046796959,b_2.0.21d.cell.number
b_1.0.21d.cell.size,0.0977259934807923,b_1.0.21d.cell.size
b_2.0.21d.cell.size,-0.0556486996833851,b_2.0.21d.cell.size
b_3.0.21d.cell.size,0.0068993361349573,b_3.0.21d.cell.size
b_1.AL,0.276516720470188,b_1.AL
b_2.AL,-0.0178390122165235,b_2.AL
